70,90,90,90,90,1,0
70,90,180,65,170,1,0
10,120,180,65,170,0.5,0
10,120,180,80,170,2,0
10,120,180,80,60,1,0
10,120,180,65,60,1,0
70,120,180,65,60,1,0
70,90,90,90,90,2,0

