70,90,90,90,90,1
10,90,90,90,90,1
70,90,90,90,90,1
70,0,90,90,90,1
70,180,90,90,90,1
70,90,90,90,90,1
70,90,0,90,90,1
70,90,180,90,90,1
70,90,90,90,90,1
70,90,90,0,90,1
70,90,90,180,90,1
70,90,90,90,90,1
70,90,90,90,0,1
70,90,90,90,180,1
70,90,90,90,90,1
